KO	L1	L2	L3	L4
K10020	L1_Transporters	L2_ABC transporters	L3_Phosphate and amino acid transporters	L4_Octopine/nopaline transporter [mD:m00231]
K10021	L1_Transporters	L2_ABC transporters	L3_Phosphate and amino acid transporters	L4_Octopine/nopaline transporter [mD:m00231]
K03289	L1_Transporters	L2_Major Facilitator Superfamily (MFS)	L3_Sugar transporters	L4_Nucleoside:H+ symporter (nhs) family [tc:2.A.1.10]
K11537	L1_Transporters	L2_Major Facilitator Superfamily (MFS)	L3_Sugar transporters	L4_Nucleoside:H+ symporter (nhs) family [tc:2.A.1.10]
K05301	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00394	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00395	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00955	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00956	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00957	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00958	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K01011	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K02439	L1_Sulfur compounds metabolism	L2_Sulfur compounds cycle	L3_Thiosulfate disproportionation	L4_NONE
K00395	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K00394	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K13811	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K00955	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K00957	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K00958	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K00956	L1_Sulfur compounds metabolism	L2_Chemoautotrophic oxidation of sulfur compounds	L3_Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	L4_NONE
K00132	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K00001	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K00625	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K04073	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K00121	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K04072	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K11440	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13951	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13952	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13953	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13954	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13980	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01006	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01007	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01782	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01825	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K07514	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K07516	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K07547	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K07548	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K08683	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K10527	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K12405	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13497	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13501	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K13503	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K02372	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K02509	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K05554	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K07534	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K07546	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K08299	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K09483	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K10703	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K11336	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01039	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01001	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01573	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K00022	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01658	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K00248	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum solventogenic fermentation	L4_NONE
K01006	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01007	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00121	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01782	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13497	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K04073	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K04072	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01825	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13501	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11440	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07514	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13503	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13951	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07516	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K02372	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13952	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07547	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K02509	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13953	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07548	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K05554	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13954	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K08683	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07534	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13980	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K10527	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07546	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K12405	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K08299	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K09483	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K10703	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11336	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00169	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00170	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00171	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K02472	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K02474	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K05556	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K06607	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07535	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K07538	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K08322	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K10251	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K10978	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11150	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11151	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11152	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11153	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11154	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11161	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11162	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K11539	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K12420	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K12451	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13015	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13016	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13020	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13548	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K13574	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K14248	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K14465	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K14633	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00625	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01039	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01001	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01573	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00132	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00001	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00022	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K01658	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00248	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00061	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K14085	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic fermentation	L4_NONE
K00132	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	L4_NONE
K04073	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	L4_NONE
K00121	L1_Fermentation	L2_Pyruvate Fermentation	L3_Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	L4_NONE
